# 1366 inputs. Regenerate with: go test -run TestCorpusGolden -corpus-update
# input	result	instant (UTC)	offset	format	ambiguous	kind
"2024-03-15 10:30:00+00"	ok	2024-03-15T10:30:00.000000000Z	+00:00	SQL_DATETIME_TZ_SHORT	ambiguous=false	kind=absolute
"2024-03-15 10:30:00+05:30"	ok	2024-03-15T05:00:00.000000000Z	+05:30	SQL_DATETIME_TZ	ambiguous=false	kind=absolute
"2024-03-15 10:30:00.000"	ok	2024-03-15T10:30:00.000000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"2024-03-15 10:30:00.000000"	ok	2024-03-15T10:30:00.000000000Z	+00:00	SQL_DATETIME_FRAC6	ambiguous=false	kind=absolute
"2024-03-15T10:30:00"	ok	2024-03-15T10:30:00.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"2024-03-15T10:30:00+05:30"	ok	2024-03-15T05:00:00.000000000Z	+05:30	RFC3339	ambiguous=false	kind=absolute
"2024-03-15T10:30:00-08:00"	ok	2024-03-15T18:30:00.000000000Z	-08:00	RFC3339	ambiguous=false	kind=absolute
"2024-03-15T10:30:00.123+05:30"	ok	2024-03-15T05:00:00.123000000Z	+05:30	RFC3339_FRAC3_TZ	ambiguous=false	kind=absolute
"2024-03-15T10:30:00.123456789Z"	ok	2024-03-15T10:30:00.123456789Z	+00:00	RFC3339_NANO	ambiguous=false	kind=absolute
"2024-03-15T10:30:00Z"	ok	2024-03-15T10:30:00.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"2024-03-24T04:51:19"	ok	2024-03-24T04:51:19.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"2024-06-15 12:00:00.1"	ok	2024-06-15T12:00:00.100000000Z	+00:00	ISO8601_FRAC	ambiguous=false	kind=absolute
"2024-06-15 12:00:00.123"	ok	2024-06-15T12:00:00.123000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"2024-06-15 12:00:00.123456"	ok	2024-06-15T12:00:00.123456000Z	+00:00	SQL_DATETIME_FRAC6	ambiguous=false	kind=absolute
"2024-06-15 12:00:00.123456789"	ok	2024-06-15T12:00:00.123456789Z	+00:00	ISO8601_FRAC	ambiguous=false	kind=absolute
"2024-06-15T12:00:00+00:00"	ok	2024-06-15T12:00:00.000000000Z	+00:00	RFC3339	ambiguous=false	kind=absolute
"2024-06-15T12:00:00+05:30"	ok	2024-06-15T06:30:00.000000000Z	+05:30	RFC3339	ambiguous=false	kind=absolute
"2024-06-15T12:00:00+05:53"	ok	2024-06-15T06:07:00.000000000Z	+05:53	RFC3339	ambiguous=false	kind=absolute
"2024-06-15T12:00:00+14:00"	ok	2024-06-14T22:00:00.000000000Z	+14:00	RFC3339	ambiguous=false	kind=absolute
"2024-06-15T12:00:00-00:00"	ok	2024-06-15T12:00:00.000000000Z	+00:00	RFC3339	ambiguous=false	kind=absolute
"2024-06-15T12:00:00-00:44"	ok	2024-06-15T12:44:00.000000000Z	-00:44	RFC3339	ambiguous=false	kind=absolute
"2024-06-15T12:00:00-12:00"	ok	2024-06-16T00:00:00.000000000Z	-12:00	RFC3339	ambiguous=false	kind=absolute
"2024-06-15T12:00:00Z"	ok	2024-06-15T12:00:00.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"2024-074"	ok	2024-03-14T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"2024-08-17T14:20:45"	ok	2024-08-17T14:20:45.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"2024-W11"	ok	2024-03-11T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"2024-W11-5"	ok	2024-03-15T00:00:00.000000000Z	+00:00	ISO_WEEK_DATE	ambiguous=false	kind=absolute
"2024.03.15"	ok	2024-03-15T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"2024.06.15"	ok	2024-06-15T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"2024/03/15"	ok	2024-03-15T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"2024/06/15"	ok	2024-06-15T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"2024/06/15 12:00:00.123"	ok	2024-06-15T12:00:00.123000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"2024/06/15 12:00:00/123"	ok	2024-06-15T12:00:00.123000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"20240122T111729Z"	ok	2024-01-22T11:17:29.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"20240315"	ok	2024-03-15T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"20240315103000"	ok	2024-03-15T10:30:00.000000000Z	+00:00	COMPACT_DATETIME_NOSEP	ambiguous=false	kind=absolute
"20240315T103000"	ok	2024-03-15T10:30:00.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"20240315T103000Z"	ok	2024-03-15T10:30:00.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"2024:03:02"	ok	2024-03-02T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"2025-02-16 09:55:44"	ok	2025-02-16T09:55:44.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"20250213"	ok	2025-02-13T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"2025:01:08"	ok	2025-01-08T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"2026-02-06 06:23:42 AM"	ok	2026-02-06T06:23:42.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"2026-03-09"	ok	2026-03-09T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"2026-05-22T07:27:46"	ok	2026-05-22T07:27:46.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"2026-11-16 03:12:53.755"	ok	2026-11-16T03:12:53.755000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"2026-12-27T02:05:47+20:18"	ok	2026-12-26T05:47:47.000000000Z	+20:18	RFC3339	ambiguous=false	kind=absolute
"2026-W04"	ok	2026-01-19T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"2027-05-09 08:08:32.693"	ok	2027-05-09T08:08:32.693000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"2027-08-28 10:31:36"	ok	2027-08-28T10:31:36.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"2028-07-05 13:53:59 UTC"	ok	2028-07-05T13:53:59.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"2029-01"	ok	2029-01-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"2029-04-17 02:58:34,025"	ok	2029-04-17T02:58:34.025000000Z	+00:00	SQL_DATETIME_COMMA_FRAC3	ambiguous=false	kind=absolute
"2030-05-01 15:09:48"	ok	2030-05-01T15:09:48.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"2030-05-03 16:19:31.576"	ok	2030-05-03T16:19:31.576000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"2030-12-14T12:03:37.797014452+15:00"	ok	2030-12-13T21:03:37.797014452Z	+15:00	ISO8601_FRAC	ambiguous=false	kind=absolute
"20301209T100126"	ok	2030-12-09T10:01:26.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"2030:05:22"	ok	2030-05-22T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"2031-01-31 04:23:30,199"	ok	2031-01-31T04:23:30.199000000Z	+00:00	SQL_DATETIME_COMMA_FRAC3	ambiguous=false	kind=absolute
"2031-01-31T22:32:42.18047653-22:51"	ok	2031-02-01T21:23:42.180476530Z	-22:51	ISO8601_FRAC	ambiguous=false	kind=absolute
"2031-04-13T16:00:22.60575633-18:48"	ok	2031-04-14T10:48:22.605756330Z	-18:48	ISO8601_FRAC	ambiguous=false	kind=absolute
"2031:01:23"	ok	2031-01-23T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"2032-06-03 04:29:41.818"	ok	2032-06-03T04:29:41.818000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"2032-09-13 12:15:07,001"	ok	2032-09-13T12:15:07.001000000Z	+00:00	SQL_DATETIME_COMMA_FRAC3	ambiguous=false	kind=absolute
"2032-11-12 20:55:07"	ok	2032-11-12T20:55:07.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"2033-05-08 06:02:04 PM"	ok	2033-05-08T18:02:04.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"2033-07-07 14:11:32"	ok	2033-07-07T14:11:32.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"2033-07-29 09:16:39 AM"	ok	2033-07-29T09:16:39.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"2033-10-24 13:24:32"	ok	2033-10-24T13:24:32.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"2033-11"	ok	2033-11-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"2033-240"	ok	2033-08-28T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"2034-01-01 13:17:41 UTC"	ok	2034-01-01T13:17:41.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"2034-07"	ok	2034-07-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"2034-08-16T09:48:22.07185946-02:08"	ok	2034-08-16T11:56:22.071859460Z	-02:08	ISO8601_FRAC	ambiguous=false	kind=absolute
"2034-282"	ok	2034-10-09T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"20341001T024942"	ok	2034-10-01T02:49:42.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"2034:11:01"	ok	2034-11-01T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"2036-01-25T07:21:38"	ok	2036-01-25T07:21:38.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"2036-03-10 20:23:11.258"	ok	2036-03-10T20:23:11.258000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"2036-03-26 05:02:06.338"	ok	2036-03-26T05:02:06.338000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"2036-035"	ok	2036-02-04T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"2036-04-06 04:11:33 PM"	ok	2036-04-06T16:11:33.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"2036-12"	ok	2036-12-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"2036-W11"	ok	2036-03-10T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"20360217T080536Z"	ok	2036-02-17T08:05:36.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"20360503"	ok	2036-05-03T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"20360721T062520Z"	ok	2036-07-21T06:25:20.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"2036:01:22"	ok	2036-01-22T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"2037-02-01T04:52:53Z"	ok	2037-02-01T04:52:53.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"2037-08-03 19:36:26.529"	ok	2037-08-03T19:36:26.529000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"2037-12-27T18:12:19"	ok	2037-12-27T18:12:19.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"2038-06-30 10:58:50,835"	ok	2038-06-30T10:58:50.835000000Z	+00:00	SQL_DATETIME_COMMA_FRAC3	ambiguous=false	kind=absolute
"2038-07-10 15:44:24,473"	ok	2038-07-10T15:44:24.473000000Z	+00:00	SQL_DATETIME_COMMA_FRAC3	ambiguous=false	kind=absolute
"2038-10-06"	ok	2038-10-06T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"20380321"	ok	2038-03-21T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"2039-07-17 12:23:24 PM"	ok	2039-07-17T12:23:24.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"2041-01-27 17:29:54,012"	ok	2041-01-27T17:29:54.012000000Z	+00:00	SQL_DATETIME_COMMA_FRAC3	ambiguous=false	kind=absolute
"2041-03-30T04:36:37.322782624-01:24"	ok	2041-03-30T06:00:37.322782624Z	-01:24	ISO8601_FRAC	ambiguous=false	kind=absolute
"2041-04-04T17:54:23+11:11"	ok	2041-04-04T06:43:23.000000000Z	+11:11	RFC3339	ambiguous=false	kind=absolute
"2041-05-02"	ok	2041-05-02T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"2041-W09"	ok	2041-02-25T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"20410109"	ok	2041-01-09T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"2041:11:27 14:45:50"	ok	2041-11-27T14:45:50.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"2042-02-19T04:31:53+06:23"	ok	2042-02-18T22:08:53.000000000Z	+06:23	RFC3339	ambiguous=false	kind=absolute
"2042-271"	ok	2042-09-28T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"2042-W35"	ok	2042-08-25T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"20420912T063801Z"	ok	2042-09-12T06:38:01.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"2043-07-06 09:17:02 AM"	ok	2043-07-06T09:17:02.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"2043-07-30T09:47:14Z"	ok	2043-07-30T09:47:14.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"2044-03-28 05:43:23"	ok	2044-03-28T05:43:23.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"2044-04-17 08:53:22 PM"	ok	2044-04-17T20:53:22.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"2044-10-16 18:12:18 UTC"	ok	2044-10-16T18:12:18.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"20440208T164039Z"	ok	2044-02-08T16:40:39.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"20440408"	ok	2044-04-08T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"2045-06-26 17:04:06"	ok	2045-06-26T17:04:06.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"2045-10-22"	ok	2045-10-22T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"2045-243"	ok	2045-08-31T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"2045:01:05 17:55:09"	ok	2045-01-05T17:55:09.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"2046-06-04 08:55:57 UTC"	ok	2046-06-04T08:55:57.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"2046-12"	ok	2046-12-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"20460907"	ok	2046-09-07T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"2047-003"	ok	2047-01-03T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"2047-08-17 12:54:22 PM"	ok	2047-08-17T12:54:22.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"2047-W19-4"	ok	2047-05-09T00:00:00.000000000Z	+00:00	ISO_WEEK_DATE	ambiguous=false	kind=absolute
"2047-W41-1"	ok	2047-10-07T00:00:00.000000000Z	+00:00	ISO_WEEK_DATE	ambiguous=false	kind=absolute
"2047:04:30"	ok	2047-04-30T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"2048-10"	ok	2048-10-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"20490120T174655Z"	ok	2049-01-20T17:46:55.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"2050-01-20T06:26:56-03:51"	ok	2050-01-20T10:17:56.000000000Z	-03:51	RFC3339	ambiguous=false	kind=absolute
"2050-W30-4"	ok	2050-07-28T00:00:00.000000000Z	+00:00	ISO_WEEK_DATE	ambiguous=false	kind=absolute
"20501222T205316"	ok	2050-12-22T20:53:16.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"2051-02-15T08:14:48Z"	ok	2051-02-15T08:14:48.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"2051-12-20"	ok	2051-12-20T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"20510913T181037Z"	ok	2051-09-13T18:10:37.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"20520706T202232Z"	ok	2052-07-06T20:22:32.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"2053-01-06 13:09:25,944"	ok	2053-01-06T13:09:25.944000000Z	+00:00	SQL_DATETIME_COMMA_FRAC3	ambiguous=false	kind=absolute
"2054-06-10T08:07:32"	ok	2054-06-10T08:07:32.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"2054-11-18"	ok	2054-11-18T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"2055-11-08 04:30:59.791"	ok	2055-11-08T04:30:59.791000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"20550220T070821Z"	ok	2055-02-20T07:08:21.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"2056-08-24T23:24:18.314041827+19:03"	ok	2056-08-24T04:21:18.314041827Z	+19:03	ISO8601_FRAC	ambiguous=false	kind=absolute
"2056-12-30T00:45:06.03525861+00:51"	ok	2056-12-29T23:54:06.035258610Z	+00:51	ISO8601_FRAC	ambiguous=false	kind=absolute
"2056-W43-6"	ok	2056-10-28T00:00:00.000000000Z	+00:00	ISO_WEEK_DATE	ambiguous=false	kind=absolute
"2057-W16"	ok	2057-04-16T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"2058-03-17T18:14:08Z"	ok	2058-03-17T18:14:08.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"2058-04-26 16:12:46,497"	ok	2058-04-26T16:12:46.497000000Z	+00:00	SQL_DATETIME_COMMA_FRAC3	ambiguous=false	kind=absolute
"2058-07-03 22:38:23"	ok	2058-07-03T22:38:23.000000000Z	+00:00	SQL_DATETIME	ambiguous=false	kind=absolute
"2058-10-04T17:47:38"	ok	2058-10-04T17:47:38.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"2058-W12"	ok	2058-03-18T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"2058-W17-5"	ok	2058-04-26T00:00:00.000000000Z	+00:00	ISO_WEEK_DATE	ambiguous=false	kind=absolute
"2059-08-08 02:22:53 UTC"	ok	2059-08-08T02:22:53.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"20590328T183025"	ok	2059-03-28T18:30:25.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"2060-04-20T19:51:12"	ok	2060-04-20T19:51:12.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"2060-12-26 12:53:57 AM"	ok	2060-12-26T00:53:57.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"20600211"	ok	2060-02-11T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"2061-05-02T17:23:43+09:10"	ok	2061-05-02T08:13:43.000000000Z	+09:10	RFC3339	ambiguous=false	kind=absolute
"2061-09-19 22:56:01,225"	ok	2061-09-19T22:56:01.225000000Z	+00:00	SQL_DATETIME_COMMA_FRAC3	ambiguous=false	kind=absolute
"2061-W07"	ok	2061-02-14T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"2062-04-08T15:35:52.422404814-03:01"	ok	2062-04-08T18:36:52.422404814Z	-03:01	ISO8601_FRAC	ambiguous=false	kind=absolute
"2062-11-07T14:19:18"	ok	2062-11-07T14:19:18.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"20620217"	ok	2062-02-17T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"2063-06"	ok	2063-06-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"2063-11-24T05:09:07.970641155+19:46"	ok	2063-11-23T09:23:07.970641155Z	+19:46	ISO8601_FRAC	ambiguous=false	kind=absolute
"2063-12-02T22:10:45.340641716+01:33"	ok	2063-12-02T20:37:45.340641716Z	+01:33	ISO8601_FRAC	ambiguous=false	kind=absolute
"2063-W16"	ok	2063-04-16T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"20630423T011816Z"	ok	2063-04-23T01:18:16.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"20630606T164808"	ok	2063-06-06T16:48:08.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"2064-03-14 21:52:46 UTC"	ok	2064-03-14T21:52:46.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"2064-05"	ok	2064-05-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"20640712T021716"	ok	2064-07-12T02:17:16.000000000Z	+00:00	COMPACT_DATETIME	ambiguous=false	kind=absolute
"2065-08-13 17:34:35,475"	ok	2065-08-13T17:34:35.475000000Z	+00:00	SQL_DATETIME_COMMA_FRAC3	ambiguous=false	kind=absolute
"2065-12-10T08:14:55Z"	ok	2065-12-10T08:14:55.000000000Z	+00:00	ISO8601_DATETIME_Z	ambiguous=false	kind=absolute
"2065-W51-3"	ok	2065-12-16T00:00:00.000000000Z	+00:00	ISO_WEEK_DATE	ambiguous=false	kind=absolute
"2065-W52"	ok	2065-12-21T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"2066-04-06 01:55:36 PM"	ok	2066-04-06T13:55:36.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"2066-08-28 09:40:17.997"	ok	2066-08-28T09:40:17.997000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"20660219"	ok	2066-02-19T00:00:00.000000000Z	+00:00	COMPACT_DATE	ambiguous=false	kind=absolute
"2066:05:21 10:59:34"	ok	2066-05-21T10:59:34.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"2067-02-18T14:16:51"	ok	2067-02-18T14:16:51.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"2067-05-22 00:50:36,795"	ok	2067-05-22T00:50:36.795000000Z	+00:00	SQL_DATETIME_COMMA_FRAC3	ambiguous=false	kind=absolute
"2067-10-12T20:53:46"	ok	2067-10-12T20:53:46.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"2067:09:07"	ok	2067-09-07T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"2068-05-05 23:11:34 UTC"	ok	2068-05-05T23:11:34.000000000Z	+00:00	SQL_DATETIME_TZ_NAME	ambiguous=false	kind=absolute
"2068-05-20T03:47:53"	ok	2068-05-20T03:47:53.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"2068-06-15 01:33:02 AM"	ok	2068-06-15T01:33:02.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"2068-10-19T14:59:23"	ok	2068-10-19T14:59:23.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"2068-284"	ok	2068-10-10T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"2068-W16-3"	ok	2068-04-18T00:00:00.000000000Z	+00:00	ISO_WEEK_DATE	ambiguous=false	kind=absolute
"2068-W21-6"	ok	2068-05-26T00:00:00.000000000Z	+00:00	ISO_WEEK_DATE	ambiguous=false	kind=absolute
"20681203T231343Z"	ok	2068-12-03T23:13:43.000000000Z	+00:00	COMPACT_DATETIME_Z	ambiguous=false	kind=absolute
"2068:07:03"	ok	2068-07-03T00:00:00.000000000Z	+00:00	EXIF_DATE	ambiguous=false	kind=absolute
"2069-06-24 08:54:57.857"	ok	2069-06-24T08:54:57.857000000Z	+00:00	SQL_DATETIME_FRAC3	ambiguous=false	kind=absolute
"2069-12-24"	ok	2069-12-24T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"2070-06-03 22:09:42,305"	ok	2070-06-03T22:09:42.305000000Z	+00:00	SQL_DATETIME_COMMA_FRAC3	ambiguous=false	kind=absolute
"2070-09-04T05:36:43"	ok	2070-09-04T05:36:43.000000000Z	+00:00	ISO8601_DATETIME	ambiguous=false	kind=absolute
"2070-309"	ok	2070-11-05T00:00:00.000000000Z	+00:00	ISO_ORDINAL	ambiguous=false	kind=absolute
"2071-04"	ok	2071-04-01T00:00:00.000000000Z	+00:00	ISO_YEAR_MONTH	ambiguous=false	kind=absolute
"2071:12:10 07:04:00"	ok	2071-12-10T07:04:00.000000000Z	+00:00	EXIF_DATETIME_HMS	ambiguous=false	kind=absolute
"2072-01-27"	ok	2072-01-27T00:00:00.000000000Z	+00:00	ISO8601_DATE	ambiguous=false	kind=absolute
"2072-W20"	ok	2072-05-16T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
"2073-07-21 14:12:39,599"	ok	2073-07-21T14:12:39.599000000Z	+00:00	SQL_DATETIME_COMMA_FRAC3	ambiguous=false	kind=absolute
"2073-10-03 07:48:37 AM"	ok	2073-10-03T07:48:37.000000000Z	+00:00	SQL_DATETIME_AMPM	ambiguous=false	kind=absolute
"2073-12-05T09:40:09.069542506-04:53"	ok	2073-12-05T14:33:09.069542506Z	-04:53	ISO8601_FRAC	ambiguous=false	kind=absolute
"2073-W31"	ok	2073-07-31T00:00:00.000000000Z	+00:00	ISO_WEEK	ambiguous=false	kind=absolute
